Tweet,Affect Dimension
@megynkelly We should be ignoring these rioters like the current administration ignores #terrorism. This will obviously make it stop.,2
"Awe produces gratitude, gratitude instills joy, &amp; the harvest of joy is contentment.' \n\n–@PaulTripp #awe 😭😭😭",2
"tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ?? ",2
@Justin_Gau @JamesMelville You certainly wouldn't catch me with the multitude. ,2
"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. ",2
Do you think humans have the sense for recognizing impending doom? #anxiety,2
Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens,2
I want to slide into the dms but im too fucking shy #shy,2
".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you #shocking",2
"@RoWillFindYou Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere —",2
"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? #despair",2
This brother know we know that his life was not in danger. This gun law got people in this country fearing for their life. White people.,2
@Pamela_Moore13 @Ginlefebvre @BarackObama yes exactly &amp; he's sold out this country to #terror while #lying to cover it up,2
"@obyezeks \nWe can't forget d past.But while we apprehend and punish d culprits of the past,are we going to allow d present to slip away?",2
Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang  #edm #plur #dad #djlife #dj #producer,2
"@vInZzzY we regret the inconvenience caused. We have noted your concern. We will get in touch with you soon to discuss. Rgds, Abhijit",2
Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete ,2
I wanna go to fright fest with squad,2
Hillary Clinton looked the other way to the Saudi war on women and their terror financing because they bought her off.,2
"O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' (Quran 57:28)",2
Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor,2
My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help #nightmare,2
I'm not afraid of clowns but I'm really hoping they don't make an appearance around my hometown.,2
It really is amazing the money they give to some of these QB's #nfl #texans #brock #terrible,2
"@SkeletonsLock 'Pleased to meet you. You obviously know me,' offers her hand to shake.",2
I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. #fear #fashion,2
@thebully10 does being a #bully make u feel like a #bigman? Cos it makes u a #twat,2
@BurmanAJ @AMANDAZUCKERMAN I'd rather see KYLE from bbcan play again and THAT is saying something #awful,2
A concern of mine is that big name FA(like Malik) will tell other big potential FA's to steer clear of this franchise till Gus is gone.,2
Love all the ex United managers on Twitter who form our fanbase. Honestly I despair at times. Just back the fucking team eh #MUFC,2
@wittyneeraj What is Shehla Rashid &amp; Kaniyah Kumar saying about you ? and when they say truth indians threaten them. #FakeDemocracy,2
@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worried that Jack will steal his girls on a night out ,2
@caeruleusV @Atheist_Penguin @misogynaut I threaten you because I can pussy,2
The #secret to all of every industry: just #start doing it...somehow people forget that they never gave you #permission.' - @thomaslennon,2
@NativeApprops @SBShear @HuffingtonPost Shew. That was #awful,2
Bitch worry about me more than I worry about myself 🙄😩,2
Good Morning!!!\n\n #leadership #healthcareIT #socialmedia #connector #ceo #writer #AI #EQ #security #bigdata #Growthhacking #tech ,2
Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl,2
@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli ,2
@EASPORTSFIFA EA sports technical support team really suprised me 😊 SUPRISED ME AT HOW SHIT THEY WERE #awful,2
Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy #restless,2
An adviser to the #European #Union’s top #court said #Hamas and the #Tamil #Tigers should be taken off the EU’s #terror list.#lka,2
🙄 I just want to start all over again .,2
@corruptmelon now im feeling the ,2
Man Utd are shambles that was horrific 😭😭😭,2
i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. ,2
"A goal should scare you a little, and excite you a lot. - Joe Vitale #quote",2
Am I the only one with parking sensors who still manages to reverse into things? ,2
@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of  #UriAttack,2
@CNN please fire don lemon!!Do not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand!,2
"That boy so intimidated he go back and say dumb mess like that. 🤔 lol boy please, you know good and well.",2
@BBHOH #terrible Paul so deserved that win!!! #bbfail,2
Georgia Tech's Secondary is as soft as a marshmallow. ,2
"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT)  #TRUMP #FAIL",2
@CapehartJ agree!  Those latest polls ,2
"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol ",2
@aidankerrpol I think you should do. Get the fashion police involved. ,2
@BoudicaRides @realkingrobbo Isn't that exactly what they should do? What took so long? He is more #afraid of #ClintonMafia than #Congress,2
"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas  #stressed",2
#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself.,2
"We, #Indians, can hold our heads up high and stay unafraid. The #UNGA is well-informed about #Pakistan's #terrorism business and deception.",2
"mattmilne76 Thank you for letting us know!  Please do not hesitate to contact us in the future, if our assistance is needed. Thank you!",2
Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe #terrible,2
It was an #amazing #start to the first #fall  day. Will it be an #Indiansummer,2
"@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences",2
@tomsteinfort expected i thought ,2
"Df not be afraid to take a chance on peace, to teach peace, to live peace.Peace will be the last wordvof history Pope John Paul II",2
#terrorstatepak #pakistan is a #terror state,2
"When you wake up, scroll through social media, and another father was taken from his child  #everyday #KeithLamontScott",2
Omg I actually thought she was going to jump. #bully #SouthPark20 #southpark,2
It's so funny cause Cooper's going to go farther than the people who bully her,2
If Monday had a face I would punch it #monday  #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow,2
"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain, #anxiety #iamkratom",2
"@Ms_Asia_Pacific @jgsuing @PilosopoTanya @HuffingtonPost @HuffPostPol as a fellow UP grad, i shiver at the shallowness of his arguments",2
watching my first Cage of Death and my word this is tremendous,2
Today was horrible and it was only half a day,2
Got to be up in 4 hours to go back to work #cantsleep #excited ,2
Wah just woke up frm a fucking nightmare,2
How had Matty Dawson not scored there!!!!! ,2
@tweetingacct @amandacarpenter @TeamTrump the 'pledge' would have never have to be made if petulant child POStrump didn't threaten to run,2
@mikefreemanNFL \nIsn't OBrien supposed to be some sort of offensive genius #awful,2
@Lrihendry I'm not sure we like this comparison.  USA should emulate #Israel's methods of protecting civilians against #terror attacks,2
Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings #shy,2
@BouchetPetersen @libe @dom_albertini @DavidDoucet Imposuture intellectuelle ! #préjugés #intolérance #personnalitéAutoritaire ,2
"They'll be yo friend, shake your hand, then kick in yo door thas the way the game go🤖🤐.",2
@LethalWeaponFOX This show SUCKS! #lame #awful you even used the same names?? lol SO SO bad! #Failed #notworth2minutes. Off air SOON,2
@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful,2
#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz #shake,2
The moment you bring her to meet your best friend and you're nervous af! 😬😆  #thefriendtest,2
"@WTFISaHashtag1 @MuslimIQ The problem is that right wing extremist terror groups aren't given coverage, press not interested",2
"@ExaltedCaptain reality in the form of endless tragedies. She didn't know how to react at first, being too frightened to repeat another--",2
Omg I actually thought she was going to jump.  #SouthPark20 #southpark,2
"can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header !",2
#nana 4 hoco bc my dream since freshman year awe 😙❤❤❤ @thecandeyman,2
@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke,2
Side chick's be trying to fuck u like your going to forget about your wife when your done. ,2
No @Chrishilly1987 for MOS 😡  #shocking Leads from the front 💪🏻,2
"@turoturok  We're glad to hear that everything is resolved. If you need anything else, please do not hesitate to reach out to us.  TY!",2
"@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #shudder #comicsans",2
First College Math Test tomorrow #nervous,2
"Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people? #anxiety #recluse  #issues",2
"@LaneWoolery @FFKazman experience all plays a role in that, it's education and preparedness not fear",2
@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far #shocking. #venkysout,2
We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime  #game,2
It's not always how you #start it's how you #FINISH,2
I can't believe this day hasn't been horrible BLESS,2
@Nxrthstxr I think it's the daunting fact of the typical offer being those grades. Even though it's been proven not to be the case exactly,2
